iso3c,year,fdi_net_inflow_GDP,fdi_net_outflow_GDP,tax_rev_total_GDP,tax_rev_trade_TAX,tax_rev_inc_profits_TAX,trade_total_GDP,trade_exp_GDP,trade_imp_GDP,RD_expend_GDP,RD_scientists,wgi_accountability,wgi_regul_quality,wgi_rule_of_law,wgi_pol_stability,wgi_gov_effectvn,wgi_control_corrupt,empl_ind,empl_agr,empl_serv,empl_self,unemp_youth_neet,VA_industry_gdp,VA_manufct_gdp,current_account_GDP_WB,population,res_rents,gdp_real_lcu,gdp_real_lcu_growth,gdp_real_pc_lcu,gdp_real_pc_lcu_growth,gdp_real_usd,gdp_real_pc_usd,gdp_nom_lcu,gdp_nom_pc_lcu,gdp_nom_usd,gdp_nom_pc_usd,gdp_real_ppp,gdp_real_pc_ppp,gdp_nom_ppp,gdp_nom_pc_ppp,gini_post_tax,gini_pre_tax,cap_form,cpi,current_account_GDP_ameco,nulc_eur,nulc_lcu,rulc,unemp_rate,wage_share,interest_long_term,debt_corp_nf_percGDP,debt_corp_f_percGDP,debt_gen_gov_percGDP,debt_hh_npish_percGDI,total_debt_percGDP,average_wages,debt_gen_gvt_gross,eci_mit,eci_mit_plus,eci_harv_hs,eci_harc_coi_hs,eci_harv_sitc,eci_harc_coi_sitc
DNK,1983,0.0991523873990363,0.247540238643986,27.806497330494,0.0744047619047619,32.9202047952048,69.6329046136203,35.9212184703487,33.7116861432716,,,,,,,,,,,,,,22.3037629125293,15.5348838886615,-2.27849321650965,5114297,0.361037463335539,1.107545e+12,2.59606121239069,216558.60033158,2.66653423400815,196929272813.752,38505.6387639888,5.54597e+11,108440.514893836,60644833242.2089,11857.9021207038,,,,,23,39.9,12.3633,,-2.3552237,48.0078863,52.4210161,104.6861673,8.4,59.0270137,,,,,,,,,1.37149,1.19765,,,1.43657,1.8285853
DNK,1984,-0.0259822147211308,0.488728528651392,29.0103883331781,0.0761249703336513,34.780603357559,70.9085829947609,36.2926768703982,34.6159061243627,,,,,,,,,,,,,,22.6284002228288,15.9943410620964,-2.90683534699425,5111619,0.411253096893045,1.153687e+12,4.16615126247693,225698.941959485,4.22072437386902,205133644199.268,40130.8556446144,6.12129e+11,119752.469814358,59105208272.9853,11562.913486507,,,,,22.8,40.3,14.28445,,-3.0620997,49.4116087,54.0505782,101.8697846,7.9,57.4390039,,,,,,,,,1.39044,1.23664,,,1.412582,1.8012103
DNK,1985,0.177315669554038,0.489057473143548,30.5028202212499,0.0692722039309985,36.4244395520398,72.0872649501849,36.4310834318591,35.6561815183258,,,,,,,,,,,,,,22.8146485831118,15.9084576514975,-4.41606758603329,5113691,0.537942874501825,1.199877e+12,4.00368557503032,234640.106334153,3.96154465636482,213346550321.608,41720.6574119571,6.63955e+11,129838.701634495,62658544411.3095,12253.0955451375,,,,,22.8,40.8,17.11347,,-4.2526978,51.9135517,55.8971743,101.0154811,6.7,56.9573072,,,,,,,,,1.50081,1.28671,,,1.4416935,1.8574202
DNK,1986,0.185364096590456,0.743032942474012,32.7433715243915,0.0663574690978914,36.9745229674495,64.7973394888058,32.2991110581005,32.4982284307053,,,,,,,,,,,,,,22.6564418469224,15.6358355141761,-5.09779324475518,5120534,0.255454651843655,1.258722e+12,4.90425268590032,245818.50252337,4.76406031511833,223809604246.032,43708.2546949267,7.12645e+11,139173.96115327,88078729452.4781,17201.0828270017,,,,,23.4,41.1,20.28139,,-5.2549306,53.679129,57.1991164,101.0289642,5,56.9649096,,,,,,,,,1.48869,1.3057,,,1.4666547,1.7290763
DNK,1987,0.0773763356165368,0.565391619902397,32.2217130060781,0.0580966715023935,36.9766628048801,61.352944241723,31.70382682613,29.649117415593,,,,,,,,,,,,,,22.8258734652812,15.0696059869566,-2.74324596678204,5127024,0.329372188659014,1.261922e+12,0.254226111881735,246131.479002244,0.127320147044045,224378586700.924,43763.9041090746,7.48427e+11,145976.886396475,109414353171.645,21340.7140617334,,,,,24.3,41.6,21.24223,,-2.7810328,58.2355227,61.6560371,103.9581812,5,58.6165407,11.28435,,,,,,,,1.50483,1.31519,,,1.52969,1.7443168
DNK,1988,0.435591263426608,0.623512717950294,32.4458374686955,0.0600712366512897,38.138379317212,63.7553288320023,33.6157378600336,30.1395909719687,,,,,,,,,,,,,,22.5680213513249,14.751415450913,-1.15953740597834,5129516,0.254590107314162,1.26175e+12,-0.0136300024882701,245978.373008292,-0.0622049623936221,224348003893.974,43736.6807889816,7.77844e+11,151640.817574212,115552848547.872,22527.0471030545,,,,,23.2,41.4,20.39132,,-1.165915,60.6943661,64.803713,105.1188733,5.7,59.2709938,9.883703,,,,,,,,1.56451,1.33214,,,1.6097908,1.532297
DNK,1989,0.969284459844727,1.83774918096538,31.3966563389126,0.0585695109287541,38.3547982676088,67.0449318149182,35.4199777543585,31.6249540605597,,,,,,,,,,,,,,22.7251154266466,14.7865367625047,-0.994278809906294,5132594,0.473686520332383,1.269891e+12,0.645214979195558,247416.998110507,0.584858369710005,225795530820.624,43992.4784272093,8.21734e+11,160101.110666458,112409236409.401,21901.0575177777,,,,,22.7,41.6,21.20175,62.6452215,-1.2350712,61.8410165,66.8398626,103.2929634,6.8,58.2414595,9.706354,,,,,,,,1.62226,1.31865,,,1.6069498,1.5756887
DNK,1990,0.818928592870062,1.07216153633081,29.7246121532522,0.0581269303639374,36.382745413471,67.2901980814838,36.4231722725663,30.8670258089175,,,,,,,,,,,,,,22.6328578925776,14.8652865910746,0.992096368449972,5140939,0.542515255115707,1.288625e+12,1.47524472572842,250659.461238501,1.31052561172294,229126567479.986,44569.0111242296,8.55557e+11,166420.375732916,138247261092.977,26891.4416399373,173689966462.944,33785.6501434745,93644803694.4929,18215.5057071272,22.7,42.1,22.23313,64.211352,0.6786222,64.6690822,68.2226009,102.755689,7.2,57.9385188,10.62874,,,,,,37895.1020365459,,1.6333,1.2771,,,1.691853,1.4579432
DNK,1991,1.11511462476028,1.33021473007608,29.1293816973986,,37.4716814379606,69.1465171562325,37.682513410237,31.4640037459955,,,,,,,,,26.6060009002686,5.23400020599365,68.1589965820313,10.8280000686646,,22.4000646790582,14.6472240219819,1.42451333703309,5154298,0.326895610672001,1.306584e+12,1.39365602871277,253494.074265787,1.13086217184079,232319803701.053,45073.025211397,8.90551e+11,172778.329852096,139224732275.463,27011.3858910492,176110607151.824,34167.7192804575,98160865035.9339,19044.4683322411,22.8,42.6,22.04325,65.6010274,0.8334166,65.4376343,69.4909112,101.9545345,7.9,57.4867899,9.262481,,,,,,38071.6597661382,,1.69053,1.29593,,,1.7386041,1.5324527
DNK,1992,0.665324654518137,1.46227816384838,29.4860099630125,,37.1533583207088,67.001908963461,36.9543690561573,30.0475399073037,,,,,,,,,26.4419994354248,5.18499994277954,68.3730010986328,10.7370004653931,,22.4955417794313,14.7770239671338,2.74579677238756,5171370,0.323963229942415,1.332154e+12,1.95701156603785,257601.75736797,1.62042569006005,236866329129.679,45803.4000912097,9.23014e+11,178485.391685375,152915624326.966,29569.6545261635,179557112102.804,34721.3817813856,102362656185.245,19794.1079801377,23.4,43.5,22.08458,66.8797673,2.1440628,67.0066436,70.2633003,101.4085773,8.6,57.1789534,8.987465,,,,,,39389.5852637245,,1.76411,1.34211,,,1.7770524,1.3610103
DNK,1993,1.19610245516016,0.958825415243515,30.8480870597308,,37.6301621719666,65.6049871508488,36.566228596416,29.0387585544328,,,,,,,,,26.1040000915527,5.14400005340576,68.7509994506836,10.7550001144409,,21.6277171161895,14.3194258055761,3.37420007157487,5188628,0.365929847373188,1.332296e+12,0.0106594282643044,256772.310522165,-0.321988038544461,236891577726.115,45655.9186216693,9.28466e+11,178942.487301075,143195607581.857,27597.971483378,179576251864.362,34609.5830852322,104799082023.494,20197.8407439297,22.9,43.2,22.08099,67.4857373,2.9211624,69.2605907,70.6211346,101.3373189,9.6,57.1387746,7.302794,,,,,,39816.8150123739,,1.72646,1.33783,,,1.5913914,1.3902596
DNK,1994,3.20575323619341,2.66503532770565,31.560295826177,,38.7455375993244,67.7805788061042,36.851923816504,30.9286549896002,,,,,,,,,26.5139999389648,5.04500007629395,68.4410018920898,9.82400035858154,,21.623379369084,14.4491113334931,2.04235356292165,5206180,0.333100386809053,1.40334e+12,5.33244864504584,269552.72387816,4.97733315948487,249523699452.799,47928.3657984931,9.93286e+11,190789.792131659,156162311731.598,29995.5652189509,189152063273.728,36332.217340493,112744636779.061,21655.9236866687,22.2,43.4,24.09854,68.7084131,1.519804,67.9230314,68.7984483,97.2002167,7.7,54.8060806,7.825434,,,,,,38392.6283277383,,1.77819,1.3102,,,1.603353,1.4923159
DNK,1995,2.23744192680534,1.60462609796561,31.6608183636393,,40.8879878865238,68.5145824871223,36.6119849529611,31.9025975341612,,,,,,,,,27.0769996643066,4.39400005340576,68.5279998779297,9.54300022125244,,22.0924993463472,14.7170768840396,1.00254824304437,5233373,0.314435391570644,1.445828e+12,3.02763407299729,276270.772215166,2.49229473193617,257078363997.635,49122.8819343921,1.036483e+12,198052.575270289,185006961302.299,35351.3807065346,194878895591.18,37237.7232792657,118593771739.688,22661.0585065669,22,44.4,27.54529,70.1159813,0.7442476,70.6693587,69.5377022,97.0006811,6.7,54.693573,8.270138,97.37921,285.4385,81.55618,176.2878,567.7764,39195.2194198897,81.55618,1.59706,1.22118,1.3433472,1.3408123,1.5674007,1.354131
DNK,1996,0.412212450686679,1.33796862260881,31.8798114747469,,39.9240704979115,68.4712837216826,37.0673808665985,31.4039028550841,1.80667,3177.82015,1.538972,1.783265,1.820809,1.442068,1.759048,2.231308,26.3950004577637,3.87700009346008,69.7279968261719,9.32999992370605,,22.2882032014,14.1768012470313,1.64666255945578,5263074,0.474974632078042,1.487758e+12,2.90006833454601,282678.525895703,2.31937444166053,264533812226.9,50262.2255029854,1.088024e+12,206727.855242013,187632400365.599,35650.7243420099,200530516732.933,38101.4055156612,124792857601.644,23711.0208979855,22.1,43.5,28.98439,71.5666667,1.2834276,71.8587419,71.0100521,97.0987525,6.3,54.7488703,7.19293,107.0457,296.9026,79.12813,183.9985,588.5298,39908.725758958,79.12813,1.52388,1.17791,1.4261647,1.1429048,1.5430917,1.2689598
DNK,1997,1.60868396940888,2.50942797810389,31.7470372008736,,40.0595825133731,71.1684286847292,37.7628521745807,33.4055765101485,1.88914,3317.91566,,,,,,,26.238000869751,3.73699998855591,70.0250015258789,9.4350004196167,,22.4527082030033,14.6261022973854,0.530872113613562,5284991,0.469956344044053,1.536272e+12,3.26087979362235,290685.830874641,2.83265414433802,273159941857.105,51685.9805167323,1.146129e+12,216864.891539077,173537588008.176,32835.9287666102,207069575833.124,39180.6865580516,131732575730.235,24925.7899834143,22.3,43.3,31.87873,72.95,0.6435576,71.5432086,71.8920578,96.3641575,5.2,54.3346709,6.261175,112.691,318.4758,75.0022,195.5392,614.3689,40552.8437128869,75.0022,1.51091,1.17202,1.3987457,1.2620848,1.4907652,1.3255782
DNK,1998,3.77116560804155,2.38123659649372,32.0466142996388,,37.962153657897,71.2991193840073,37.1865482618711,34.1125711221361,2.00619,,1.467341,1.777702,1.881882,1.431465,1.982808,2.256008,26.4519996643066,3.70700001716614,69.8420028686523,9.69699954986572,,22.3260269075235,14.5270441184902,-1.13456821847214,5304219,0.141046826746785,1.570349e+12,2.21816188799899,296056.591931819,1.84761707889847,279219071580.66,52640.9395201556,1.185988e+12,223593.332024941,176992000955.11,33368.1548509045,211662714245.895,39904.5956145279,136921245012.31,25813.6485338012,22.5,43.3,34.10612,73.9083333,-0.6956226,73.6601167,74.1744756,98.2133154,4.9,55.3773136,5.039933,104.4409,342.6394,72.57375,203.5316,633.0348,41267.5610253364,72.57375,1.49822,1.15735,1.3609818,1.2130729,1.4630185,1.2518108
DNK,1999,9.46697269754502,10.0126799857815,31.9265642707614,,37.7565801095213,72.6971996446295,39.3484282585635,33.348771386066,2.12764,3559.90315,,,,,,,26.9249992370605,3.32200002670288,69.7529983520508,9.28299999237061,,22.6383605271276,14.2552562542236,1.71224024415333,5321799,0.506115640871621,1.616643e+12,2.94800709905887,303777.538385046,2.60792924854225,287450469632.784,54013.7779786091,1.241521e+12,233289.720261889,177965224620.854,33440.8016200638,217902546087.925,40945.2792350717,141846322306.411,26653.8293359841,22.6,43.5,34.93045,75.4166667,2.2138973,75.6808268,75.5611289,98.3917068,5.2,55.4778991,4.9172,105.0061,345.9713,67.09552,206.3379,627.7734,41738.5423622963,67.09552,1.58105,1.13835,1.3652912,1.2406623,1.482433,1.2196311
DNK,2000,21.9380854430172,17.288880148983,31.5941072203733,,38.2979931918161,82.983950706603,44.8472845222592,38.1366661843438,,,1.535965,1.775641,1.838745,1.50331,1.980277,2.39476,25.3379993438721,3.66799998283386,70.9940032958984,9.12199974060059,,23.6526612164183,14.1448717021174,1.37783413091808,5339616,1.48620129247085,1.677217e+12,3.74690021235362,314108.168078004,3.40072203754038,298220951889.866,55850.6364296358,1.326912e+12,248503.263156002,164158800460.219,30743.5591735847,226067137050.018,42337.7143693512,153044636865.696,28662.1054520955,22.6,43.9,38.28736,77.4916667,1.6457007,75.6072241,75.6734207,95.651217,4.3,53.9326813,5.660133,106.0197,342.9872,60.45578,212.9835,617.8775,41712.7501129584,60.45578,1.58813,1.16894,1.2503331,1.2500525,1.3957258,1.1890203
DNK,2001,5.63524788586711,7.98193125618658,30.1672006217892,,35.1612124797609,83.9685868149784,45.5545137314203,38.414073083558,2.32466,3630.60375,,,,,,,25.3910007476807,3.54800009727478,71.0599975585938,8.87899971008301,,22.890707139347,14.0365549030788,2.94194474908079,5358783,1.22819274326062,1.691023e+12,0.823149300299249,315561.014506465,0.462530610824643,300675755568.694,56108.9627194633,1.371526e+12,255939.828128887,164791416350.267,30751.6494603843,227928007106.851,42533.5392582329,157814094723.482,29449.6147210071,22.9,44,39.20805,79.25,3.2151778,78.7771582,78.8276153,97.1905093,4.5,54.8006071,5.09365,103.7086,370.0086,58.27706,217.1719,646.0712,41990.7089494861,58.27706,1.56798,1.19998,1.2492877,1.1385562,1.4127854,1.2118154
DNK,2002,2.48030856387607,1.48328413438265,30.1171902421591,,35.0267868658693,84.5569397654777,45.7044780754905,38.8524616899872,2.44145,4754.85692,1.532868,1.761257,1.916299,1.52714,2.088286,2.369858,23.4860000610352,3.21300005912781,73.3010025024414,8.87399959564209,,22.6557165254054,13.933279490254,1.93713799168611,5375931,1.17503789423834,1.698909e+12,0.466344928484119,316021.355184804,0.145880085681327,302077941705.969,56190.8145223533,1.410271e+12,262330.561906394,178635160297.415,33228.6929087101,228990937808.589,42595.5872217462,164720380732.307,30640.3450364796,23.1,44.2,39.17157,81.15,3.0158033,81.6460298,81.4620758,98.1347938,4.6,55.3330394,5.055967,108.4777,377.9852,58.14748,222.6575,663.3,42958.6425469163,58.14748,1.54904,1.22889,1.2889974,1.1206979,1.4250238,1.2058325
DNK,2003,0.54325855391503,0.39262217613766,30.1407829192393,,35.7057060470685,80.8817255042801,43.838424333792,37.0433011704881,2.51085,4618.92274,1.601452,1.765266,1.960584,1.204807,2.154386,2.422121,23.1459999084473,3.29500007629395,73.5589981079102,9.13300037384033,5.44000005722046,22.1629913603679,13.2375060118281,3.19266109346998,5390574,1.10744070302549,1.705536e+12,0.390073865051036,316392.280302617,0.11737343433515,303256268808.649,56256.7676111391,1.436751e+12,266530.243346998,218095997085.477,40458.7706402839,229884171610.316,42645.5831253435,165955525451.733,30786.2438122049,23.2,44.5,40.02305,82.7416667,3.52796,83.443094,83.2570596,98.8326526,5.4,55.7265252,4.307742,109.1406,396.3751,56.06915,227.2155,684.9243,44029.5816554954,56.06915,1.50739,1.23713,1.3037263,1.1701612,1.43659,1.0428956
DNK,2004,-3.50243033528732,-3.95027668436896,31.2922102973371,,36.5681550893433,82.2077807385254,43.9284568868148,38.2793238517106,2.41916,4843.25403,1.800992,1.759092,1.951609,1.085029,2.309707,2.43181,23.6919994354248,3.2720000743866,73.036003112793,8.77400016784668,5.44999980926514,22.1296665805667,12.7491283206319,2.36335533916558,5404523,1.31608399979731,1.751043e+12,2.66819345941687,323995.845701832,2.40320825525259,311347732738.273,57608.7348945083,1.506001e+12,278655.674145526,251373036671.062,46511.6045710347,236017926041.457,43670.4452995124,177855746094.912,32908.6852058751,23.2,44.9,41.82604,83.5166667,3.1542476,83.2856773,83.2025407,96.740458,5.5,54.5468469,4.304708,110.3109,405.5921,52.33589,240.4172,696.0861,45012.4726375223,52.33589,1.50872,1.23323,1.2942504,1.1269794,1.3537548,1.1631169
DNK,2005,4.85770110272495,6.41606843094233,33.0717712158509,,38.7996342018155,89.399766958557,47.4521180541544,41.9476489044026,2.39337,5197.44741,1.739609,1.650685,1.948244,1.074679,2.119752,2.288495,23.8920001983643,3.18199992179871,72.9250030517578,8.88399982452393,4.30999994277954,22.2395055687825,12.0351781606876,4.16209643159079,5419432,1.72358624428198,1.791959e+12,2.33666449082062,330654.393301733,2.0551336346546,318622884652.143,58792.6713818243,1.585984e+12,292647.6427788,264467308109.19,48799.8203703247,241532873111.239,44567.9313092661,185074447122.437,34150.1557953743,23.8,44.6,45.06347,84.9583333,4.19235,85.1727461,85.2247764,96.2930931,4.8,54.2946015,3.403625,104.9174,452.2361,45.11943,259.4552,736.6037,45782.5404513345,45.11943,1.4818,1.20769,1.199519,1.1208037,1.2612869,0.88799715
DNK,2006,0.84318716893721,2.82782117604697,31.8602950792386,,37.2120204949254,97.366697181173,50.7300298408094,46.6366673403636,2.403,5298.43361,1.571636,1.803423,1.997572,1.047865,2.22626,2.469991,23.3309993743896,3.08800005912781,73.5810012817383,9.05500030517578,3.61999988555908,22.8195998240462,12.0660896650934,3.34470181364566,5437272,1.89182882201727,1.862078e+12,3.91298015188963,342465.4863689,3.57203572867341,331090534887.959,60892.7666094246,1.68226e+12,309394.122640913,282884912894.33,52026.9931124155,250984006496.37,46159.9137391637,202786619357.102,37295.6547616345,24.4,44.5,52.48733,86.525,3.3249319,86.6741156,86.8114338,96.0907713,3.9,54.1805229,3.812175,130.7484,464.2025,40.49267,275.01,774.3368,46555.5376745999,40.49267,1.44935,1.18262,1.2411159,0.9392245,1.2822124,0.9650298
DNK,2007,3.69711474562684,5.42609833729277,35.0930071397968,,41.9558469786583,100.067861137709,51.482564575911,48.5852965617982,2.51541,5516.31942,1.477704,1.925144,2.01373,1.117682,2.353998,2.446026,23.5069999694824,2.96399998664856,73.5289993286133,9.01200008392334,4.30000019073486,22.1666681044026,11.9515540488083,1.51570594560363,5461438,1.66432322568377,1.879009e+12,0.909252995846572,344050.229994371,0.462745499487994,334100985495.393,61174.5451464235,1.738845e+12,318385.926929867,319423370134.284,58487.0450116405,253266086094.534,46373.5166625592,212824094569.393,38968.5087644304,24.3,44.2,54.87605,87.9583333,1.44688,91.2849773,91.3260321,98.6875979,3.8,55.6447365,4.286608,130.0168,512.7425,34.59383,296.5319,824.0671,47069.7082639716,34.59383,1.40257,1.15466,1.2487957,0.9359996,1.2891676,0.8792139
DNK,2008,0.62010672315633,5.30502390713685,33.4215390764209,,41.5351318717382,104.828223617379,54.1758119757753,50.6524116416038,2.77346,6493.81743,1.538306,1.873556,1.966503,1.065299,2.251272,2.393064,23.0960006713867,2.54699993133545,74.3570022583008,8.84500026702881,4.30000019073486,22.5939371735305,11.7228152564295,2.94687732539238,5493621,2.05093975436769,1.869388e+12,-0.512025221805743,340283.394140222,-1.09485055545846,332390304183.355,60504.7752990886,1.80147e+12,327920.327958554,353361056079.716,64322.0666441526,251969299855.45,45865.7959577936,226767494179.349,41278.328843462,24.7,45.1,55.43567,91.1583333,2.9171177,96.3621875,96.474723,100.1119582,3.4,56.4478583,4.281425,136.9935,546.6103,41.93991,308.7083,874.4356,47703.4873536246,41.93991,1.33589,1.13425,1.1925122,0.9514399,1.3032404,0.77439314
DNK,2009,1.17390208317931,1.91796982288745,33.1838296819718,,42.0334492853856,89.7550319572765,47.1260516693445,42.628980287932,3.05514,6656.89909,1.538261,1.88179,1.924757,1.000632,2.232205,2.446495,20.2929992675781,2.58400011062622,77.1230010986328,9.34700012207031,5.40000009536743,19.9501435130532,11.1050592198209,3.52490728745323,5523095,1.2046042934147,1.777666e+12,-4.90652555809709,321860.478590356,-5.41399194527685,316081488955.962,57229.0516378881,1.722143e+12,311807.600629719,321241396034.248,58163.2935943068,239606361759.484,43382.6254590015,222799933087.946,40339.6887230703,25.1,45.8,46.64596,92.1083333,3.4654497,101.0358897,101.0215594,104.2785596,6,58.7971852,3.586242,136.9401,573.2927,49.26745,313.5004,921.2615,48860.5944895636,49.26745,1.30232,1.11469,1.2962896,0.88370603,1.3315161,0.73709947
DNK,2010,-3.65466827778716,-0.178209611046215,32.7372294616125,,41.2599609872876,94.0999797893453,50.5229368842239,43.5770429051215,2.91707,6739.18115,1.541957,1.876393,1.897532,1.040961,2.09679,2.358993,19.6089992523193,2.4210000038147,77.9710006713867,9.10400009155273,6.03999996185303,19.7048913097498,10.9339089504486,6.53767557878465,5547683,1.41307863610562,1.810926e+12,1.87099263866214,326429.249832768,1.4194881156028,321995350346.501,58041.4112245601,1.810926e+12,326429.249832768,321995350346.501,58041.4112245601,244089379149.77,43998.4366716285,238548291998.202,42999.6256091421,25.4,46.9,44.04619,94.1333333,6.5627751,100,100,100,7.5,56.3847309,2.926058,136.9537,581.9865,53.44128,301.938,928.1178,49423.6874985322,53.44128,1.29129,1.1143,1.1105585,1.0547706,1.2384952,0.82799053
DNK,2011,3.94150236166221,3.81478656927445,32.7534824084633,,40.3490291748822,101.245740053085,53.820117886958,47.4256221661268,2.94465,7018.07116,1.551707,1.905198,1.922708,1.100293,2.101079,2.404429,19.8880004882813,2.40100002288818,77.7109985351563,9.11299991607666,6.25,20.2547142329605,11.0433201541649,6.59352954698807,5570572,1.7747817591295,1.835134e+12,1.33677466666225,329433.673956642,0.920390597782927,326299702617.764,58575.6189162915,1.846854e+12,331537.587163401,344003209695.606,61753.6600721804,247352304134.257,44403.3941459257,247352304134.257,44403.3941459257,25.4,47,45.01032,96.6333333,6.5856316,99.94529,99.9902558,99.355725,7.6,56.0214582,2.72935,139.7095,579.6577,60.11119,296.436,934.0673,49168.0357552126,60.11119,1.2369,1.09676,1.2199771,0.9662307,1.2676927,0.8185061
DNK,2012,-4.99767099542601,-3.343596847049,33.4464026950895,,41.8668402392079,103.240999217943,54.6304964321937,48.610502785749,2.98125,7143.59808,1.674114,1.806774,1.8739,0.9149107,1.984567,2.381079,19.7089996337891,2.59400010108948,77.6969985961914,9.125,6.63000011444092,20.3979204243584,11.4340248717416,6.25433578562763,5591572,1.66762848638629,1.83929e+12,0.226468475871513,328939.69710128,-0.14994728663558,327038668581.056,58487.7863650965,1.895002e+12,338903.263697579,327148899962.146,58507.5002096272,247912479127.463,44336.8124612297,250524580732.023,44803.9622367418,25.4,47.3,47.80402,98.9083333,6.2815237,100.9185737,100.8696202,97.9041097,7.5,55.2029688,1.403058,139.1423,581.7597,60.61518,291.2237,933.7656,49094.2461278247,60.61518,1.13685,1.0603,1.1034709,0.9633474,1.2052171,0.7991523
DNK,2013,0.198012184040962,2.0397718867084,33.819753254042,,43.2387320715007,103.050147770845,54.8288133195348,48.2213344513097,2.97048,7071.54915,1.666271,1.80997,1.900482,0.9592335,1.992455,2.404901,19.4669990539551,2.53999996185303,77.9929962158203,9.00399971008301,6.03000020980835,20.0618030893253,11.779691627148,7.7668389655931,5614932,1.25322901842757,1.856457e+12,0.933349281516229,330628.581076316,0.513432702078376,330091081644.537,58788.0817870167,1.929677e+12,343668.810236705,343584385594.132,61191.1926260428,250226368470.189,44564.4521554649,262368103968.458,46726.853320478,25.1,47.7,49.29656,99.425,7.7589669,101.3920592,101.5367473,97.6840193,7,55.0788714,1.745833,135.5637,568.2102,56.73219,283.8559,908.1461,49423.8023635253,56.73219,0.995356,0.994005,1.1240278,0.97839624,1.2115648,0.7260062
