iso3c,year,gini_post_tax,gini_pre_tax
HKG,2014,40.8,46.4
HKG,2015,40.8,46.5
HKG,2016,40.8,46.4
HUN,1962,24.8,28.9
HUN,1963,24.5,28.9
HUN,1964,24.2,28.9
HUN,1965,24,28.8
HUN,1966,23.8,28.8
HUN,1967,23.6,28.7
HUN,1968,23.4,28.8
HUN,1969,23.3,28.9
HUN,1970,23.3,28.9
HUN,1971,23.1,28.9
HUN,1972,23,29
HUN,1973,22.9,29.2
HUN,1974,22.7,29.4
HUN,1975,22.6,29.6
HUN,1976,22.4,29.7
HUN,1977,22.3,29.9
HUN,1978,22.2,30.3
HUN,1979,22.2,30.6
HUN,1980,22.1,30.9
HUN,1981,22,31.2
HUN,1982,22,31.5
HUN,1983,22,32.1
HUN,1984,22.1,32.6
HUN,1985,22.2,33.2
HUN,1986,22.3,33.7
HUN,1987,22.3,34.2
HUN,1988,22.6,35.6
HUN,1989,23.1,37.2
HUN,1990,24.5,39.5
HUN,1991,26,42
HUN,1992,26.7,43.4
HUN,1993,27.1,44.2
HUN,1994,28,45.8
HUN,1995,28.2,46
HUN,1996,28.3,45.9
HUN,1997,28.3,46.4
HUN,1998,28.5,47
HUN,1999,28.6,47.9
HUN,2000,28.6,48
HUN,2001,28.5,48
HUN,2002,28.6,48.4
HUN,2003,28.6,49.2
HUN,2004,28.3,49.8
HUN,2005,27.9,50
HUN,2006,27.4,49.8
HUN,2007,27,49.9
HUN,2008,26.7,49.9
HUN,2009,27,50.5
HUN,2010,27.2,50.6
HUN,2011,27.5,50.8
HUN,2012,27.8,51.1
HUN,2013,28,51
HUN,2014,27.9,50.6
HUN,2015,27.7,50.4
HUN,2016,27.9,50.7
HUN,2017,28,50.8
ISL,1992,27.5,39
ISL,1993,27.4,39.1
ISL,1994,27.4,39.2
ISL,1995,27.7,39.5
ISL,1996,28.2,39.8
ISL,1997,28.7,40.1
ISL,1998,29.2,40.4
ISL,1999,29.6,40.7
ISL,2000,30.1,40.8
ISL,2001,30.3,40.8
ISL,2002,30.2,40.6
ISL,2003,29.5,40
ISL,2004,28.8,39.2
ISL,2005,29,39.5
ISL,2006,29.2,39.5
ISL,2007,28.6,38.9
ISL,2008,28.5,38.9
ISL,2009,27.1,38.4
ISL,2010,26,38.1
ISL,2011,25.5,37.3
ISL,2012,25.1,36.7
ISL,2013,24.8,36.3
ISL,2014,24.8,36.2
ISL,2015,24.8,36.1
IND,1973,38.1,39.1
IND,1974,38,39.1
IND,1975,38,39.1
IND,1976,37.9,39.2
IND,1977,37.8,39.2
IND,1978,37.8,39.3
IND,1979,37.7,39.3
IND,1980,37.7,39.3
IND,1981,37.7,39.3
IND,1982,37.6,39.3
IND,1983,37.6,39.4
IND,1984,37.6,39.4
IND,1985,37.7,39.5
IND,1986,37.7,39.5
IND,1987,37.8,39.6
IND,1988,37.7,39.6
IND,1989,37.6,39.7
IND,1990,37.6,39.8
IND,1991,37.6,40
IND,1992,37.8,40.3
IND,1993,38,40.5
IND,1994,38.4,40.9
IND,1995,38.9,41.4
IND,1996,39.3,41.9
IND,1997,39.9,42.5
IND,1998,40.3,43.1
IND,1999,40.7,43.6
IND,2000,41.1,44.2
IND,2001,42.4,45
IND,2002,43.7,45.9
IND,2003,45.1,46.8
IND,2004,46.4,47.7
IND,2005,46.1,47.7
IND,2006,46.1,48
IND,2007,46.1,48.2
IND,2008,46.4,48.5
IND,2009,46.6,48.7
IND,2010,46.9,49
IND,2011,47.5,49.5
IND,2012,47.3,49.4
IDN,1965,41.6,35.4
IDN,1966,41.7,35.5
IDN,1967,41.8,35.5
IDN,1968,41.8,35.5
IDN,1969,41.9,35.5
IDN,1970,41.9,35.5
IDN,1971,42,35.6
IDN,1972,42,35.8
IDN,1973,42.1,35.9
IDN,1974,42.1,36
IDN,1975,42.2,36.1
IDN,1976,42.2,36.2
IDN,1977,42.4,36.4
IDN,1978,42.5,36.6
IDN,1979,42.3,36.6
IDN,1980,42.1,36.6
IDN,1981,41.9,36.6
IDN,1982,41.7,36.8
IDN,1983,41.5,36.8
IDN,1984,41.3,36.8
IDN,1985,41.4,36.8
IDN,1986,41.5,36.8
IDN,1987,41.6,37
IDN,1988,41.9,37.4
IDN,1989,42.2,37.7
IDN,1990,42.5,38.1
IDN,1991,42.8,38.2
IDN,1992,43,38.2
IDN,1993,43.3,38.3
IDN,1994,43.5,38.4
IDN,1995,43.7,38.6
IDN,1996,43.8,38.6
IDN,1997,43.5,38.4
IDN,1998,43.3,38.2
IDN,1999,43,38
IDN,2000,42.9,38
IDN,2001,42.9,38
IDN,2002,42.8,37.8
IDN,2003,43.1,38.2
IDN,2004,43.4,38.4
IDN,2005,43.6,38.7
IDN,2006,43.9,38.9
IDN,2007,44.1,39.2
IDN,2008,44.4,39.5
IDN,2009,44.9,39.7
IDN,2010,45.5,39.9
IDN,2011,46.1,40.2
IDN,2012,46.5,40.4
IDN,2013,46.9,40.6
IDN,2014,47.1,40.7
IDN,2015,47.2,40.8
IDN,2016,47.3,40.7
IDN,2017,47.3,40.7
IRN,1969,45.1,48.3
IRN,1970,45.3,48.6
IRN,1971,45.5,48.7
IRN,1972,45.7,48.9
IRN,1973,46,49.2
IRN,1974,46.3,49.5
IRN,1975,46.6,49.7
IRN,1976,46.9,49.9
IRN,1977,47.1,50
IRN,1978,47.3,50.2
IRN,1979,47.4,50.2
IRN,1980,47.1,50.2
IRN,1981,46.6,49.8
IRN,1982,46,49.5
IRN,1983,45.4,49
IRN,1984,44.8,48.7
IRN,1985,44.4,48.4
IRN,1986,44.1,48.2
IRN,1987,43.7,47.9
IRN,1988,43.2,47.6
IRN,1989,43,47.4
IRN,1990,43,47.2
IRN,1991,43.1,47.2
IRN,1992,43,47
IRN,1993,42.7,46.8
IRN,1994,42.4,46.5
IRN,1995,42.3,46.3
IRN,1996,42.2,46.2
IRN,1997,42.1,46
IRN,1998,42.1,45.9
IRN,1999,42.1,45.8
IRN,2000,42,45.6
IRN,2001,41.9,45.4
IRN,2002,41.6,45.1
IRN,2003,41.3,44.8
IRN,2004,41,44.5
IRN,2005,40.6,44.2
IRN,2006,40.3,43.9
IRN,2007,39.8,43.5
IRN,2008,39.3,43
IRN,2009,38.7,42.6
IRN,2010,38,42.1
IRN,2011,37.3,41.7
IRN,2012,36.7,41.3
IRN,2013,36.5,41.1
IRN,2014,36.5,41.1
IRQ,2006,30.7,31.7
IRQ,2007,30.7,31.8
IRQ,2008,30.6,31.6
IRQ,2009,30.4,31.4
IRQ,2010,30.2,31.3
IRQ,2011,30.1,31.1
IRQ,2012,30,30.9
IRQ,2013,29.9,30.8
IRQ,2014,29.8,30.7
IRL,1973,29.2,39.8
IRL,1974,29.5,40.3
IRL,1975,29.7,40.8
IRL,1976,29.9,41.3
IRL,1977,30.1,41.8
IRL,1978,30.3,42.3
IRL,1979,30.5,42.8
IRL,1980,30.7,43.3
IRL,1981,31,44.1
IRL,1982,31.2,44.8
IRL,1983,31.5,45.6
IRL,1984,31.7,46.3
IRL,1985,32,47.1
IRL,1986,32.2,47.8
IRL,1987,32.5,48.5
IRL,1988,32.5,48.7
IRL,1989,32.5,48.8
IRL,1990,32.6,48.9
IRL,1991,32.6,49
IRL,1992,32.7,49.2
IRL,1993,32.7,49.2
IRL,1994,32.8,49.4
IRL,1995,32.7,49.2
IRL,1996,32.5,49.1
IRL,1997,32.4,49.1
IRL,1998,32.1,49
IRL,1999,31.7,48.7
IRL,2000,31.3,48.6
IRL,2001,30.9,48.7
IRL,2002,30.7,49.3
IRL,2003,30.5,49.8
IRL,2004,30.5,50.1
IRL,2005,30.2,50.6
IRL,2006,30,50.7
IRL,2007,29.8,50.7
IRL,2008,29.5,50.7
IRL,2009,29.8,51.4
IRL,2010,29.9,52.2
IRL,2011,30.1,51.9
IRL,2012,30.4,51.8
IRL,2013,30.3,51.6
IRL,2014,30,51.2
IRL,2015,29.7,50.8
IRL,2016,29.6,50.7
IRL,2017,29.7,50.7
ISR,1979,30.5,42.8
ISR,1980,30.7,43
ISR,1981,30.7,43.1
ISR,1982,30.8,43.4
ISR,1983,30.8,43.7
ISR,1984,31.2,44.1
ISR,1985,31.3,44.7
ISR,1986,31.2,45.5
ISR,1987,31.3,45.2
ISR,1988,31.4,45.1
ISR,1989,31.6,45.1
ISR,1990,31.7,45.4
ISR,1991,31.6,45.9
ISR,1992,31.4,46.5
ISR,1993,31.9,46.9
ISR,1994,32.4,47.4
ISR,1995,32.8,47.8
ISR,1996,33.2,48.5
ISR,1997,33.5,49.3
ISR,1998,33.9,49.7
ISR,1999,34.2,50.3
ISR,2000,34.6,50.9
ISR,2001,34.9,51.7
ISR,2002,35.3,51.6
ISR,2003,35.7,51.5
ISR,2004,36.1,51.5
ISR,2005,36.4,51.4
ISR,2006,36.5,51.1
ISR,2007,36.7,50.8
ISR,2008,36.6,50.3
ISR,2009,36.7,50
ISR,2010,36.9,49.9
ISR,2011,36.9,49.4
ISR,2012,36.7,49
ISR,2013,36.4,48.3
ISR,2014,36.2,47.8
ISR,2015,35.7,47.5
ISR,2016,35.3,47.2
ITA,1967,38,52.5
ITA,1968,38,52.5
ITA,1969,37.9,52.4
ITA,1970,37.6,52.3
ITA,1971,37.4,52
ITA,1972,37.1,51.6
ITA,1973,36.7,51.1
ITA,1974,36.2,50.4
ITA,1975,35.5,49.6
ITA,1976,34.9,48.8
ITA,1977,34.3,48
ITA,1978,33.6,47.1
ITA,1979,33.1,46.4
ITA,1980,32.4,45.4
ITA,1981,31.7,44.5
ITA,1982,31.1,43.6
ITA,1983,30.8,43
ITA,1984,30.6,42.6
ITA,1985,31.7,42.9
ITA,1986,31.7,43.2
ITA,1987,32.3,43.8
ITA,1988,32.6,43.7
ITA,1989,31.5,43.6
ITA,1990,31.2,43.7
ITA,1991,31,43.8
ITA,1992,31.9,44.8
ITA,1993,32.8,45.8
ITA,1994,33,46.2
ITA,1995,33.2,46.7
ITA,1996,33.1,46.7
ITA,1997,33.2,46.8
ITA,1998,33.3,47.1
ITA,1999,33.2,47
ITA,2000,33.3,47.1
ITA,2001,33.4,47.1
ITA,2002,33.2,47.2
ITA,2003,33.2,47.5
ITA,2004,33.1,47.7
ITA,2005,33,47.2
ITA,2006,33,47
ITA,2007,32.8,46.9
ITA,2008,32.8,47.2
ITA,2009,33,47.4
ITA,2010,33.1,47.9
ITA,2011,33.6,48.1
ITA,2012,33.8,48.4
ITA,2013,33.8,48.6
ITA,2014,33.6,49
ITA,2015,33.7,49
ITA,2016,33.7,48.9
JAM,1988,41.7,41.6
JAM,1989,41.6,41.5
JAM,1990,41.6,41.6
JAM,1991,41.5,41.6
JAM,1992,41.3,41.5
JAM,1993,41.3,41.4
JAM,1994,41.3,41.5
JAM,1995,41.3,41.5
JAM,1996,41.5,41.6
JAM,1997,41.6,41.8
JAM,1998,41.7,41.9
JAM,1999,41.9,42
JAM,2000,41.9,42
JAM,2001,42,42
JAM,2002,42.1,42.1
JAM,2003,41.9,42
JAM,2004,41.8,42
JAM,2005,41.6,41.8
JAM,2006,41.3,41.7
JAM,2007,41.1,41.5
JAM,2008,41,41.4
JAM,2009,40.9,41.3
JAM,2010,40.9,41.3
JAM,2011,40.9,41.3
JAM,2012,40.8,41.3
JAM,2013,40.8,41.3
JAM,2014,40.6,41.2
JAM,2015,40.6,41.2
JPN,1961,25.6,35.6
JPN,1962,25.4,35.5
JPN,1963,25.1,35.4
JPN,1964,24.9,35.3
JPN,1965,24.8,35.3
JPN,1966,24.8,35.4
JPN,1967,24.8,35.4
JPN,1968,24.8,35.5
JPN,1969,24.9,35.5
JPN,1970,25,35.5
JPN,1971,24.8,35.4
JPN,1972,24.6,35.3
JPN,1973,24.5,35.3
JPN,1974,24.5,35.2
JPN,1975,24.5,35.1
JPN,1976,24.4,35
JPN,1977,24.3,34.9
JPN,1978,24.3,34.8
JPN,1979,24.3,34.7
JPN,1980,24.6,34.8
JPN,1981,25,34.9
JPN,1982,25.4,35
JPN,1983,25.8,35.1
JPN,1984,26.4,35.3
JPN,1985,26.6,35.5
JPN,1986,26.9,35.7
JPN,1987,27.4,35.9
JPN,1988,27.6,36
JPN,1989,27.9,36.2
JPN,1990,28.4,36.3
JPN,1991,28.6,36.7
JPN,1992,28.9,37.2
JPN,1993,29,37.4
JPN,1994,29.3,37.7
JPN,1995,29.7,38.2
JPN,1996,30.1,38.5
JPN,1997,30.3,38.8
JPN,1998,30.6,39.1
JPN,1999,30.9,39.4
JPN,2000,31.1,39.6
JPN,2001,31.1,39.8
JPN,2002,31.1,40
JPN,2003,30.7,40
JPN,2004,30,39.9
JPN,2005,29.9,40.1
JPN,2006,29.9,40.5
JPN,2007,29.9,41.2
JPN,2008,30.5,42.1
JPN,2009,31.3,42
JPN,2010,31.6,42.1
JPN,2011,31.8,42.1
JPN,2012,31.9,42.1
JPN,2013,31.7,42
JPN,2014,31.4,41.9
JPN,2015,31.7,42
JOR,1986,37.2,38.1
JOR,1987,37.3,38.2
JOR,1988,37.5,38.5
JOR,1989,37.8,38.8
JOR,1990,38,39
JOR,1991,38.3,39.3
JOR,1992,38.6,39.5
JOR,1993,38.4,39.3
JOR,1994,38.2,39
JOR,1995,38,38.9
JOR,1996,37.7,38.7
JOR,1997,37.5,38.4
JOR,1998,37.4,38.3
JOR,1999,37.2,38.1
JOR,2000,37.1,38
JOR,2001,36.9,37.8
JOR,2002,36.8,37.7
JOR,2003,36.4,37.3
JOR,2004,36.1,36.9
JOR,2005,35.8,36.6
JOR,2006,35.4,36.2
JOR,2007,35.1,35.9
JOR,2008,34.8,35.6
JOR,2009,34.7,35.5
JOR,2010,34.6,35.5
JOR,2011,34.6,35.5
JOR,2012,34.6,35.5
JOR,2013,34.7,35.5
JOR,2014,34.8,35.6
KAZ,1988,27.2,31.6
KAZ,1989,27.5,32
KAZ,1990,28,32.5
KAZ,1991,28.6,33.3
KAZ,1992,29.1,34.1
KAZ,1993,29.7,34.9
KAZ,1994,30.1,35.8
KAZ,1995,30.4,36.7
KAZ,1996,30.8,37.6
KAZ,1997,30.8,38.1
KAZ,1998,30.8,38.5
KAZ,1999,30.8,38.9
KAZ,2000,30.8,39.3
KAZ,2001,30.8,39.7
KAZ,2002,30.1,39.6
KAZ,2003,29.8,39.4
KAZ,2004,29.4,39.2
KAZ,2005,29.2,38.9
KAZ,2006,28.5,38.3
KAZ,2007,27.8,37.7
KAZ,2008,27,37
KAZ,2009,26.4,36.4
KAZ,2010,26.1,36.1
KAZ,2011,26,35.8
KAZ,2012,25.9,35.5
KAZ,2013,25.6,35.2
KAZ,2014,25.5,35.1
KAZ,2015,25.4,34.9
KAZ,2016,25.5,34.9
KEN,1976,49.5,51.6
KEN,1977,49.4,51.4
KEN,1978,49.2,51.2
KEN,1979,49.1,51
KEN,1980,48.9,50.8
KEN,1981,48.7,50.5
KEN,1982,48.6,50.3
KEN,1983,48.4,50.1
KEN,1984,48.2,49.8
KEN,1985,48,49.6
KEN,1986,47.9,49.5
KEN,1987,47.7,49.3
KEN,1988,47.5,49
KEN,1989,47.4,48.8
KEN,1990,47.2,48.6
KEN,1991,47,48.3
KEN,1992,46.9,48.2
KEN,1993,46.4,47.6
KEN,1994,46,47
KEN,1995,45.9,46.8
KEN,1996,45.7,46.6
KEN,1997,45.6,46.5
KEN,1998,45.5,46.5
KEN,1999,45.3,46.4
KEN,2000,45.2,46.4
KEN,2001,45.1,46.4
KEN,2002,45.1,46.3
KEN,2003,45,46.2
KEN,2004,44.9,46.2
KEN,2005,44.9,46.1
KEN,2006,44.7,45.9
KEN,2007,44.5,45.8
KEN,2008,44.3,45.7
KEN,2009,44.2,45.6
KEN,2010,44.1,45.5
KEN,2011,44,45.4
KEN,2012,43.8,45.2
KEN,2013,43.7,45.1
KEN,2014,43.6,45
KEN,2015,43.5,44.8
KIR,2006,38.4,38.8
KOR,1965,29.6,36.1
KOR,1966,29.6,36.1
KOR,1967,29.6,36.1
KOR,1968,29.5,36.1
KOR,1969,29.5,36.1
KOR,1970,29.5,36.1
KOR,1971,29.6,36.2
KOR,1972,29.6,36.3
KOR,1973,29.7,36.4
KOR,1974,29.8,36.4
KOR,1975,29.9,36.5
KOR,1976,30,36.6
KOR,1977,29.9,36.7
KOR,1978,29.8,36.7
KOR,1979,29.7,36.8
KOR,1980,29.6,36.8
KOR,1981,29.3,36.7
KOR,1982,29,36.7
KOR,1983,28.8,36.7
KOR,1984,28.5,36.3
KOR,1985,28.2,36
KOR,1986,27.9,35.6
KOR,1987,27.7,35
KOR,1988,27.5,34.4
KOR,1989,27.4,33.6
KOR,1990,27.2,32.7
KOR,1991,26.9,32
KOR,1992,26.7,31.6
KOR,1993,26.7,31.5
KOR,1994,26.7,31.6
KOR,1995,27,31.8
KOR,1996,27.3,32.3
KOR,1997,27.7,32.8
KOR,1998,28.3,33.6
KOR,1999,28.6,34
KOR,2000,28.7,33.8
KOR,2001,28.9,33.9
KOR,2002,29.1,33.8
KOR,2003,29.3,33.7
KOR,2004,29.6,33.7
KOR,2005,30,33.7
KOR,2006,30.5,33.5
KOR,2007,30.9,34.2
KOR,2008,31.2,34.4
KOR,2009,31.1,34.6
KOR,2010,31,34.3
KOR,2011,30.9,34.3
KOR,2012,30.6,34.2
KOR,2013,30.4,34.5
KOR,2014,30.3,34.6
KOR,2015,30.2,34.5
KOR,2016,30.4,34.7
KWT,1998,32.6,33.5
KGZ,1988,28.5,33.6
KGZ,1989,28.5,33.7
KGZ,1990,28.9,34.3
KGZ,1991,29.5,34.9
KGZ,1992,30.3,35.9
KGZ,1993,32.3,37.4
KGZ,1994,34.4,39
KGZ,1995,35.5,39.8
KGZ,1996,36.8,40.8
KGZ,1997,37.7,41.2
KGZ,1998,37.8,41.1
KGZ,1999,37.1,40.4
KGZ,2000,36.3,39.7
KGZ,2001,35.6,39
KGZ,2002,35,38.5
KGZ,2003,34.9,38.3
KGZ,2004,35.5,38.6
KGZ,2005,35.9,38.9
KGZ,2006,36,38.9
KGZ,2007,35.6,38.7
KGZ,2008,34.9,38.3
KGZ,2009,34.6,38.2
KGZ,2010,34,38
KGZ,2011,33.7,37.9
KGZ,2012,33.7,38
KGZ,2013,33.7,38.1
KGZ,2014,33.6,38
KGZ,2015,33.5,37.9
KGZ,2016,33.4,37.8
KGZ,2017,33.4,37.9
LAO,1992,33,33.8
LAO,1993,33.2,34
LAO,1994,33.4,34.2
LAO,1995,33.6,34.3
LAO,1996,33.8,34.5
LAO,1997,33.9,34.8
LAO,1998,34,34.7
LAO,1999,34,34.7
LAO,2000,34,34.8
LAO,2001,34,34.8
LAO,2002,34,34.8
LAO,2003,34.1,34.9
LAO,2004,34.3,35.1
LAO,2005,34.5,35.2
LAO,2006,34.6,35.5
LAO,2007,34.8,35.6
LAO,2008,34.9,35.7
LAO,2009,35,35.8
LAO,2010,35.1,36
LAO,2011,35.2,36.1
LAO,2012,35.3,36.2
LAO,2013,35.4,36.2
LVA,1988,26.9,40.9
LVA,1989,26.8,40.9
LVA,1990,27,41.2
LVA,1991,27.3,41.5
LVA,1992,27.6,41.8
LVA,1993,28.1,42.2
LVA,1994,28.8,42.6
LVA,1995,29.6,43.1
LVA,1996,30.3,43.6
LVA,1997,31,44.1
LVA,1998,31.6,44.6
LVA,1999,32.2,45
LVA,2000,32.8,45.5
LVA,2001,33.4,46
LVA,2002,34,46.4
LVA,2003,34.6,46.9
LVA,2004,35.1,47.2
LVA,2005,35.5,47.5
LVA,2006,35.5,47.7
LVA,2007,35.7,47.9
LVA,2008,35.8,48
LVA,2009,35.8,48.1
LVA,2010,35.7,48.1
LVA,2011,35.6,48.1
LVA,2012,35.5,48.1
LVA,2013,35.4,48
LVA,2014,35.2,47.9
LVA,2015,35.2,47.9
LVA,2016,35.1,47.9
LVA,2017,35.2,47.9
LBN,1995,38.3,39.2
LBN,1996,38.1,39
LBN,1997,38,38.8
LBN,1998,37.8,38.6
LBN,1999,37.6,38.4
LBN,2000,37.4,38.2
LBN,2001,37.2,38
LBN,2002,36.9,37.8
LBN,2003,36.7,37.6
LBN,2004,36.5,37.4
LBN,2005,36.2,37.2
LBN,2006,36,36.9
LBN,2007,35.7,36.6
LBN,2008,35.4,36.3
LBN,2009,35.1,36
LBN,2010,34.8,35.7
LBN,2011,34.5,35.4
LBN,2012,34.4,35.3
LSO,1986,54.3,57.7
LSO,1987,54.5,57.9
LSO,1988,54.4,57.9
LSO,1989,54.3,57.8
LSO,1990,54.2,57.8
LSO,1991,54.2,57.7
LSO,1992,54,57.6
LSO,1993,54,57.6
LSO,1994,53.9,57.5
LSO,1995,53.7,57.3
LSO,1996,53.4,57
LSO,1997,53.1,56.7
LSO,1998,52.9,56.4
LSO,1999,52.7,56.2
LSO,2000,52.4,55.9
LSO,2001,52.2,55.6
LSO,2002,52,55.4
LSO,2003,52,55.3
LSO,2004,51.9,55.3
LSO,2005,51.9,55.3
LSO,2006,51.9,55.3
LSO,2007,51.9,55.4
LSO,2008,51.9,55.4
LSO,2009,52,55.4
LSO,2010,52,55.5
LBR,2005,36.1,36.4
LBR,2006,36.1,36.3
LBR,2007,35.9,36.2
LBR,2008,35.7,36.1
LBR,2009,35.6,35.9
LBR,2010,35.5,35.8
LBR,2011,35.4,35.7
LBR,2012,35.3,35.5
LBR,2013,35.1,35.3
LBR,2014,35,35.2
LBY,2003,31.9,32.9
LTU,1988,26.2,37.5
LTU,1989,26.7,37.8
LTU,1990,27.3,38.2
LTU,1991,28.2,38.7
LTU,1992,29.1,39.2
LTU,1993,30,39.6
LTU,1994,30.8,40
LTU,1995,31.2,40.2
LTU,1996,31.5,40.5
LTU,1997,31.6,40.7
LTU,1998,31.8,41.1
LTU,1999,32,41.6
LTU,2000,32.2,42.1
LTU,2001,32.4,42.7
LTU,2002,32.6,43.3
LTU,2003,32.9,44.1
LTU,2004,33.4,45.1
LTU,2005,33.4,45.9
LTU,2006,33.2,46.5
LTU,2007,33.3,47.2
LTU,2008,33.8,48.1
LTU,2009,34,48.9
LTU,2010,33.5,49.7
LTU,2011,33.5,49.5
LTU,2012,34.1,49.7
LTU,2013,34.6,50.1
LTU,2014,35.1,50.2
LTU,2015,35.2,50.3
LTU,2016,35.3,50.3
LUX,1985,23.8,38.5
LUX,1986,24,38.9
LUX,1987,24,39
LUX,1988,24,39.1
LUX,1989,24.1,39
LUX,1990,24.1,39.2
LUX,1991,24.1,39.2
LUX,1992,24.2,39.5
LUX,1993,24.4,39.8
LUX,1994,24.5,40.1
LUX,1995,25.1,40.7
LUX,1996,25.5,41.4
LUX,1997,25.8,41.9
LUX,1998,25.9,42.1
LUX,1999,26.1,42.3
LUX,2000,26.2,42.7
LUX,2001,26.3,43.1
LUX,2002,26.5,43.6
LUX,2003,26.7,44
LUX,2004,27,44.6
LUX,2005,27.3,45
LUX,2006,27.4,45.3
LUX,2007,27.8,45.7
LUX,2008,28.1,46.2
LUX,2009,28,46.1
LUX,2010,28,46.4
LUX,2011,28.2,46.6
LUX,2012,28.8,47.2
LUX,2013,28.7,47
LUX,2014,28.6,46.4
LUX,2015,29.1,46
LUX,2016,29.2,45.8
MKD,1994,30.6,41
MKD,1995,30.7,41.1
MKD,1996,30.8,41.3
MKD,1997,31,41.5
MKD,1998,31.3,41.8
MKD,1999,31.6,42.2
MKD,2000,31.9,42.6
MKD,2001,32.3,43
MKD,2002,32.6,43.5
MKD,2003,33,44
MKD,2004,33.5,44.4
MKD,2005,33.9,44.9
MKD,2006,34.2,45.4
MKD,2007,34.5,46
MKD,2008,34.7,46.6
MKD,2009,34.9,47.3
MKD,2010,34.8,47.9
MKD,2011,34.7,48.3
MKD,2012,34.5,48.6
MKD,2013,34.3,48.8
MKD,2014,34.2,48.9
MKD,2015,34.1,48.9
MKD,2016,34,
MDG,1962,41,40.1
MDG,1963,41.2,40.3
MDG,1964,41.3,40.4
MDG,1965,41.5,40.6
MDG,1966,41.7,40.8
MDG,1967,41.8,41
MDG,1968,42,41.3
MDG,1969,42.2,41.5
MDG,1970,42.4,41.7
MDG,1971,42.6,41.9
MDG,1972,42.7,42.1
MDG,1973,42.9,42.3
MDG,1974,43.1,42.6
MDG,1975,43.3,42.8
MDG,1976,43.5,43
MDG,1977,43.6,43.2
MDG,1978,43.8,43.4
MDG,1979,44,43.6
MDG,1980,44.2,43.9
MDG,1981,44.1,43.9
MDG,1982,44,43.9
MDG,1983,43.9,43.8
MDG,1984,43.8,43.8
MDG,1985,43.8,43.8
MDG,1986,43.7,43.8
MDG,1987,43.6,43.8
MDG,1988,43.5,43.7
MDG,1989,43.5,43.7
MDG,1990,43.4,43.7
MDG,1991,43.3,43.7
MDG,1992,43.2,43.7
MDG,1993,43.2,43.7
MDG,1994,43,43.6
MDG,1995,42.9,43.4
MDG,1996,42.8,43.2
MDG,1997,42.6,43.2
MDG,1998,42.6,43.1
MDG,1999,42.6,43.1
MDG,2000,42.7,43.3
MDG,2001,42.9,43.4
MDG,2002,42.6,43.1
MDG,2003,42.4,42.7
MDG,2004,42,42.4
MDG,2005,41.8,42.1
MDG,2006,41.7,42
MDG,2007,41.7,42
MDG,2008,41.7,41.9
MDG,2009,41.7,41.9
MDG,2010,41.7,41.9
MDG,2011,41.7,42
MDG,2012,41.7,42.1
MWI,1969,46.9,45.4
MWI,1970,47.1,45.6
MWI,1971,47.3,45.9
MWI,1972,47.5,46.2
MWI,1973,47.7,46.4
MWI,1974,47.9,46.7
MWI,1975,48.2,47
MWI,1976,48.4,47.2
MWI,1977,48.6,47.5
MWI,1978,48.8,47.8
MWI,1979,49,48
MWI,1980,49.2,48.3
MWI,1981,49.4,48.5
MWI,1982,49.6,48.8
MWI,1983,49.8,49
MWI,1984,50,49.3
MWI,1985,50.2,49.5
MWI,1986,50.1,49.5
MWI,1987,50.1,49.5
MWI,1988,50.1,49.5
MWI,1989,50.1,49.6
MWI,1990,50,49.6
MWI,1991,50,49.7
MWI,1992,49.9,49.7
MWI,1993,49.9,49.8
MWI,1994,49.8,49.8
MWI,1995,49.8,49.8
MWI,1996,49.7,49.9
MWI,1997,49.6,50
MWI,1998,48.8,49.2
MWI,1999,48,48.4
MWI,2000,47.2,47.6
MWI,2001,46.4,46.8
MWI,2002,45.6,46
MWI,2003,44.8,45.2
MWI,2004,44,44.3
MWI,2005,43.5,43.9
MWI,2006,43.5,44
MWI,2007,43.4,43.9
MWI,2008,43.4,43.9
MWI,2009,43.4,43.9
MWI,2010,43.4,43.9
MWI,2011,43.3,43.9
MWI,2012,43.1,43.7
MWI,2013,42.9,43.5
MYS,1970,46.8,45.7
MYS,1971,47,46
MYS,1972,47.2,46.3
MYS,1973,47.4,46.6
MYS,1974,47.6,46.9
MYS,1975,47.7,47.1
MYS,1976,47.8,47.3
MYS,1977,47.6,47.2
MYS,1978,47.5,47.2
MYS,1979,47.3,47.1
MYS,1980,46.9,46.9
MYS,1981,46.7,46.8
MYS,1982,46.4,46.7
MYS,1983,46.2,46.7
MYS,1984,46,46.6
MYS,1985,45.6,46.3
MYS,1986,45.3,46.1
MYS,1987,45,45.9
MYS,1988,44.8,45.7
MYS,1989,44.5,45.5
MYS,1990,44.5,45.5
MYS,1991,44.4,45.4
MYS,1992,44.3,45.4
MYS,1993,44.3,45.4
MYS,1994,44.3,45.3
MYS,1995,44.2,45.3
MYS,1996,44,45.2
MYS,1997,43.9,45.1
MYS,1998,43.7,44.9
MYS,1999,43.5,44.6
MYS,2000,43.4,44.4
MYS,2001,43.2,44.3
MYS,2002,43.1,44.1
MYS,2003,42.8,44
MYS,2004,42.5,43.8
MYS,2005,42.1,43.6
MYS,2006,42,43.6
MYS,2007,41.9,43.5
MYS,2008,41.7,43.4
MYS,2009,41.5,43.2
MYS,2010,41.1,42.9
MYS,2011,40.8,42.6
MYS,2012,40.6,42.2
